Customer_ID,Actual_Churn,Churn_Probability,Risk_Score,Risk_Level,Retention_Priority,Recommended_Action
CUST118647,0,0.034811806,3.48,Low,Normal,Normal service and loyalty strategy
CUST130228,0,0.03478121,3.48,Low,Normal,Normal service and loyalty strategy
CUST119137,0,0.03479885,3.48,Low,Normal,Normal service and loyalty strategy
CUST122114,1,0.034768205,3.48,Low,Normal,Normal service and loyalty strategy
CUST130793,0,0.03479107,3.48,Low,Normal,Normal service and loyalty strategy
CUST143813,0,0.03477969,3.48,Low,Normal,Normal service and loyalty strategy
CUST143392,0,0.03467765,3.47,Low,Normal,Normal service and loyalty strategy
CUST135113,1,0.034727942,3.47,Low,Normal,Normal service and loyalty strategy
CUST123023,0,0.034678202,3.47,Low,Normal,Normal service and loyalty strategy
CUST113492,0,0.0347452,3.47,Low,Normal,Normal service and loyalty strategy
CUST105541,0,0.03468203,3.47,Low,Normal,Normal service and loyalty strategy
CUST129679,0,0.034655735,3.47,Low,Normal,Normal service and loyalty strategy
CUST135113,1,0.034727942,3.47,Low,Normal,Normal service and loyalty strategy
CUST125347,0,0.034707624,3.47,Low,Normal,Normal service and loyalty strategy
CUST138450,0,0.03469084,3.47,Low,Normal,Normal service and loyalty strategy
CUST146738,0,0.034688596,3.47,Low,Normal,Normal service and loyalty strategy
CUST102487,0,0.03462672,3.46,Low,Normal,Normal service and loyalty strategy
CUST123711,0,0.03464357,3.46,Low,Normal,Normal service and loyalty strategy
CUST145113,0,0.034595255,3.46,Low,Normal,Normal service and loyalty strategy
CUST101735,0,0.034583215,3.46,Low,Normal,Normal service and loyalty strategy
CUST133429,0,0.034639083,3.46,Low,Normal,Normal service and loyalty strategy
CUST127471,0,0.034481805,3.45,Low,Normal,Normal service and loyalty strategy
CUST106406,0,0.034516808,3.45,Low,Normal,Normal service and loyalty strategy
CUST100127,0,0.034538787,3.45,Low,Normal,Normal service and loyalty strategy
CUST105465,0,0.034467258,3.45,Low,Normal,Normal service and loyalty strategy
CUST131495,0,0.034533348,3.45,Low,Normal,Normal service and loyalty strategy
CUST110650,0,0.03453937,3.45,Low,Normal,Normal service and loyalty strategy
CUST102088,0,0.03445501,3.45,Low,Normal,Normal service and loyalty strategy
CUST132992,0,0.034524906,3.45,Low,Normal,Normal service and loyalty strategy
CUST115189,0,0.03444681,3.44,Low,Normal,Normal service and loyalty strategy
CUST102401,0,0.03438835,3.44,Low,Normal,Normal service and loyalty strategy
CUST103916,0,0.03442648,3.44,Low,Normal,Normal service and loyalty strategy
CUST142777,0,0.034263246,3.43,Low,Normal,Normal service and loyalty strategy
CUST107678,0,0.034280248,3.43,Low,Normal,Normal service and loyalty strategy
CUST144830,1,0.034307025,3.43,Low,Normal,Normal service and loyalty strategy
CUST126503,0,0.034273867,3.43,Low,Normal,Normal service and loyalty strategy
CUST112840,0,0.03427525,3.43,Low,Normal,Normal service and loyalty strategy
CUST134785,0,0.03425886,3.43,Low,Normal,Normal service and loyalty strategy
CUST136840,0,0.034278482,3.43,Low,Normal,Normal service and loyalty strategy
CUST116452,0,0.03426708,3.43,Low,Normal,Normal service and loyalty strategy
CUST106405,0,0.03432015,3.43,Low,Normal,Normal service and loyalty strategy
CUST145191,0,0.03434515,3.43,Low,Normal,Normal service and loyalty strategy
CUST109578,0,0.03428577,3.43,Low,Normal,Normal service and loyalty strategy
CUST118022,0,0.034295466,3.43,Low,Normal,Normal service and loyalty strategy
CUST124809,0,0.034207165,3.42,Low,Normal,Normal service and loyalty strategy
CUST133202,0,0.0342105,3.42,Low,Normal,Normal service and loyalty strategy
CUST129739,0,0.034189418,3.42,Low,Normal,Normal service and loyalty strategy
CUST115275,0,0.034220047,3.42,Low,Normal,Normal service and loyalty strategy
CUST144824,1,0.0342059,3.42,Low,Normal,Normal service and loyalty strategy
CUST144929,0,0.03419103,3.42,Low,Normal,Normal service and loyalty strategy
CUST137688,0,0.034211986,3.42,Low,Normal,Normal service and loyalty strategy
CUST121519,0,0.034133103,3.41,Low,Normal,Normal service and loyalty strategy
CUST146871,0,0.034095272,3.41,Low,Normal,Normal service and loyalty strategy
CUST137643,0,0.034147922,3.41,Low,Normal,Normal service and loyalty strategy
CUST137318,0,0.034057472,3.41,Low,Normal,Normal service and loyalty strategy
CUST122892,0,0.03410765,3.41,Low,Normal,Normal service and loyalty strategy
CUST114665,0,0.03411627,3.41,Low,Normal,Normal service and loyalty strategy
CUST133387,0,0.034066793,3.41,Low,Normal,Normal service and loyalty strategy
CUST110436,0,0.033996176,3.4,Low,Normal,Normal service and loyalty strategy
CUST134064,0,0.03401848,3.4,Low,Normal,Normal service and loyalty strategy
CUST104194,0,0.03398963,3.4,Low,Normal,Normal service and loyalty strategy
CUST125807,0,0.034012888,3.4,Low,Normal,Normal service and loyalty strategy
CUST121655,0,0.03399998,3.4,Low,Normal,Normal service and loyalty strategy
CUST102595,0,0.033970345,3.4,Low,Normal,Normal service and loyalty strategy
CUST104035,0,0.033961035,3.4,Low,Normal,Normal service and loyalty strategy
CUST122954,0,0.03385942,3.39,Low,Normal,Normal service and loyalty strategy
CUST114045,0,0.033928934,3.39,Low,Normal,Normal service and loyalty strategy
CUST144210,0,0.033937626,3.39,Low,Normal,Normal service and loyalty strategy
CUST118539,0,0.033929545,3.39,Low,Normal,Normal service and loyalty strategy
CUST138672,0,0.03392292,3.39,Low,Normal,Normal service and loyalty strategy
CUST146015,0,0.033919893,3.39,Low,Normal,Normal service and loyalty strategy
CUST119554,0,0.033914324,3.39,Low,Normal,Normal service and loyalty strategy
CUST142011,0,0.033919994,3.39,Low,Normal,Normal service and loyalty strategy
CUST132542,0,0.033819977,3.38,Low,Normal,Normal service and loyalty strategy
CUST134750,0,0.03384454,3.38,Low,Normal,Normal service and loyalty strategy
CUST123142,0,0.033772152,3.38,Low,Normal,Normal service and loyalty strategy
CUST132761,0,0.033810545,3.38,Low,Normal,Normal service and loyalty strategy
CUST147402,0,0.03380753,3.38,Low,Normal,Normal service and loyalty strategy
CUST100522,0,0.033812094,3.38,Low,Normal,Normal service and loyalty strategy
CUST120618,0,0.033817157,3.38,Low,Normal,Normal service and loyalty strategy
CUST140084,0,0.033789195,3.38,Low,Normal,Normal service and loyalty strategy
CUST111001,0,0.03366114,3.37,Low,Normal,Normal service and loyalty strategy
CUST139087,0,0.033708848,3.37,Low,Normal,Normal service and loyalty strategy
CUST141013,0,0.03371176,3.37,Low,Normal,Normal service and loyalty strategy
CUST146202,0,0.033657245,3.37,Low,Normal,Normal service and loyalty strategy
CUST137512,0,0.033666737,3.37,Low,Normal,Normal service and loyalty strategy
CUST111300,0,0.033712033,3.37,Low,Normal,Normal service and loyalty strategy
CUST104120,0,0.03362331,3.36,Low,Normal,Normal service and loyalty strategy
CUST125671,0,0.033555903,3.36,Low,Normal,Normal service and loyalty strategy
CUST106663,0,0.033616815,3.36,Low,Normal,Normal service and loyalty strategy
CUST113280,0,0.033567037,3.36,Low,Normal,Normal service and loyalty strategy
CUST125159,0,0.033534568,3.35,Low,Normal,Normal service and loyalty strategy
CUST130569,0,0.033500627,3.35,Low,Normal,Normal service and loyalty strategy
CUST119400,0,0.03352964,3.35,Low,Normal,Normal service and loyalty strategy
CUST144116,0,0.03350523,3.35,Low,Normal,Normal service and loyalty strategy
CUST106097,0,0.03346514,3.35,Low,Normal,Normal service and loyalty strategy
CUST123462,0,0.033521414,3.35,Low,Normal,Normal service and loyalty strategy
CUST123462,0,0.033521414,3.35,Low,Normal,Normal service and loyalty strategy
CUST125396,0,0.03349139,3.35,Low,Normal,Normal service and loyalty strategy
CUST125646,0,0.03345494,3.35,Low,Normal,Normal service and loyalty strategy
CUST133735,0,0.033498995,3.35,Low,Normal,Normal service and loyalty strategy
CUST140344,0,0.033478245,3.35,Low,Normal,Normal service and loyalty strategy
CUST100541,0,0.033388138,3.34,Low,Normal,Normal service and loyalty strategy
CUST116158,0,0.033433083,3.34,Low,Normal,Normal service and loyalty strategy
CUST131541,0,0.03342259,3.34,Low,Normal,Normal service and loyalty strategy
CUST134066,0,0.033357076,3.34,Low,Normal,Normal service and loyalty strategy
CUST128634,0,0.03340936,3.34,Low,Normal,Normal service and loyalty strategy
CUST128981,0,0.033356,3.34,Low,Normal,Normal service and loyalty strategy
CUST112890,0,0.033348758,3.33,Low,Normal,Normal service and loyalty strategy
CUST103275,0,0.03334676,3.33,Low,Normal,Normal service and loyalty strategy
CUST122274,0,0.033340257,3.33,Low,Normal,Normal service and loyalty strategy
CUST111638,0,0.03327133,3.33,Low,Normal,Normal service and loyalty strategy
CUST127356,0,0.03328801,3.33,Low,Normal,Normal service and loyalty strategy
CUST121695,0,0.03334769,3.33,Low,Normal,Normal service and loyalty strategy
CUST131389,0,0.033294614,3.33,Low,Normal,Normal service and loyalty strategy
CUST105618,0,0.033289537,3.33,Low,Normal,Normal service and loyalty strategy
CUST105337,0,0.033308823,3.33,Low,Normal,Normal service and loyalty strategy
CUST128351,0,0.033295523,3.33,Low,Normal,Normal service and loyalty strategy
CUST120609,0,0.033176888,3.32,Low,Normal,Normal service and loyalty strategy
CUST110533,0,0.033194326,3.32,Low,Normal,Normal service and loyalty strategy
CUST134359,0,0.03316602,3.32,Low,Normal,Normal service and loyalty strategy
CUST101504,0,0.033163883,3.32,Low,Normal,Normal service and loyalty strategy
CUST109298,0,0.033195913,3.32,Low,Normal,Normal service and loyalty strategy
CUST130778,0,0.033212833,3.32,Low,Normal,Normal service and loyalty strategy
CUST117311,0,0.03324485,3.32,Low,Normal,Normal service and loyalty strategy
CUST110971,0,0.03316233,3.32,Low,Normal,Normal service and loyalty strategy
CUST119261,0,0.033198576,3.32,Low,Normal,Normal service and loyalty strategy
CUST103584,0,0.033071093,3.31,Low,Normal,Normal service and loyalty strategy
CUST102821,0,0.033142917,3.31,Low,Normal,Normal service and loyalty strategy
CUST108045,0,0.033059962,3.31,Low,Normal,Normal service and loyalty strategy
CUST107662,0,0.03311447,3.31,Low,Normal,Normal service and loyalty strategy
CUST134673,0,0.03305601,3.31,Low,Normal,Normal service and loyalty strategy
CUST114420,0,0.033124097,3.31,Low,Normal,Normal service and loyalty strategy
CUST146939,0,0.03308079,3.31,Low,Normal,Normal service and loyalty strategy
CUST145397,0,0.033079844,3.31,Low,Normal,Normal service and loyalty strategy
CUST122922,0,0.033075087,3.31,Low,Normal,Normal service and loyalty strategy
CUST125279,0,0.03310808,3.31,Low,Normal,Normal service and loyalty strategy
CUST130274,0,0.033111088,3.31,Low,Normal,Normal service and loyalty strategy
CUST111879,0,0.033054363,3.31,Low,Normal,Normal service and loyalty strategy
CUST142994,0,0.03308762,3.31,Low,Normal,Normal service and loyalty strategy
CUST108969,0,0.03299693,3.3,Low,Normal,Normal service and loyalty strategy
CUST134562,0,0.032952562,3.3,Low,Normal,Normal service and loyalty strategy
CUST145146,0,0.032965057,3.3,Low,Normal,Normal service and loyalty strategy
CUST120439,0,0.033039667,3.3,Low,Normal,Normal service and loyalty strategy
CUST122588,0,0.033048045,3.3,Low,Normal,Normal service and loyalty strategy
CUST127634,0,0.03290065,3.29,Low,Normal,Normal service and loyalty strategy
CUST105207,0,0.032949653,3.29,Low,Normal,Normal service and loyalty strategy
CUST102577,0,0.03285302,3.29,Low,Normal,Normal service and loyalty strategy
CUST104421,0,0.032930143,3.29,Low,Normal,Normal service and loyalty strategy
CUST108284,0,0.032882757,3.29,Low,Normal,Normal service and loyalty strategy
CUST102971,0,0.032879066,3.29,Low,Normal,Normal service and loyalty strategy
CUST108226,0,0.032869842,3.29,Low,Normal,Normal service and loyalty strategy
CUST121796,0,0.032900475,3.29,Low,Normal,Normal service and loyalty strategy
CUST110788,0,0.03290948,3.29,Low,Normal,Normal service and loyalty strategy
CUST130656,0,0.03285005,3.29,Low,Normal,Normal service and loyalty strategy
CUST129288,0,0.03291236,3.29,Low,Normal,Normal service and loyalty strategy
CUST110783,0,0.032821853,3.28,Low,Normal,Normal service and loyalty strategy
CUST126107,0,0.032849,3.28,Low,Normal,Normal service and loyalty strategy
CUST131244,0,0.032764338,3.28,Low,Normal,Normal service and loyalty strategy
CUST118698,0,0.032753322,3.28,Low,Normal,Normal service and loyalty strategy
CUST128236,0,0.03279999,3.28,Low,Normal,Normal service and loyalty strategy
CUST121586,0,0.03275019,3.28,Low,Normal,Normal service and loyalty strategy
CUST138789,0,0.032827143,3.28,Low,Normal,Normal service and loyalty strategy
CUST139736,0,0.032808043,3.28,Low,Normal,Normal service and loyalty strategy
CUST121586,0,0.03275019,3.28,Low,Normal,Normal service and loyalty strategy
CUST114066,0,0.03276621,3.28,Low,Normal,Normal service and loyalty strategy
CUST123002,0,0.0328232,3.28,Low,Normal,Normal service and loyalty strategy
CUST113170,0,0.032760516,3.28,Low,Normal,Normal service and loyalty strategy
CUST126777,0,0.032781243,3.28,Low,Normal,Normal service and loyalty strategy
CUST147652,0,0.032833815,3.28,Low,Normal,Normal service and loyalty strategy
CUST132887,0,0.03274429,3.27,Low,Normal,Normal service and loyalty strategy
CUST139112,0,0.032716285,3.27,Low,Normal,Normal service and loyalty strategy
CUST106323,0,0.032665405,3.27,Low,Normal,Normal service and loyalty strategy
CUST138562,0,0.032714605,3.27,Low,Normal,Normal service and loyalty strategy
CUST126439,0,0.032700136,3.27,Low,Normal,Normal service and loyalty strategy
CUST139098,0,0.032668024,3.27,Low,Normal,Normal service and loyalty strategy
CUST106290,0,0.032705627,3.27,Low,Normal,Normal service and loyalty strategy
CUST101549,0,0.032657642,3.27,Low,Normal,Normal service and loyalty strategy
CUST135639,0,0.032676946,3.27,Low,Normal,Normal service and loyalty strategy
CUST101784,0,0.032683015,3.27,Low,Normal,Normal service and loyalty strategy
CUST121841,0,0.032575775,3.26,Low,Normal,Normal service and loyalty strategy
CUST130952,0,0.03264827,3.26,Low,Normal,Normal service and loyalty strategy
CUST122562,0,0.032641362,3.26,Low,Normal,Normal service and loyalty strategy
CUST138198,0,0.03259411,3.26,Low,Normal,Normal service and loyalty strategy
CUST125095,0,0.032604475,3.26,Low,Normal,Normal service and loyalty strategy
CUST126974,0,0.032631144,3.26,Low,Normal,Normal service and loyalty strategy
CUST127445,0,0.032630023,3.26,Low,Normal,Normal service and loyalty strategy
CUST126133,0,0.03261805,3.26,Low,Normal,Normal service and loyalty strategy
CUST108430,0,0.032491665,3.25,Low,Normal,Normal service and loyalty strategy
CUST107712,0,0.032547045,3.25,Low,Normal,Normal service and loyalty strategy
CUST147489,0,0.032452207,3.25,Low,Normal,Normal service and loyalty strategy
CUST109153,0,0.032511257,3.25,Low,Normal,Normal service and loyalty strategy
CUST129820,0,0.03251247,3.25,Low,Normal,Normal service and loyalty strategy
CUST128289,0,0.03247029,3.25,Low,Normal,Normal service and loyalty strategy
CUST113890,0,0.03254595,3.25,Low,Normal,Normal service and loyalty strategy
CUST113436,0,0.03252082,3.25,Low,Normal,Normal service and loyalty strategy
CUST122323,0,0.032464217,3.25,Low,Normal,Normal service and loyalty strategy
CUST128808,0,0.0324907,3.25,Low,Normal,Normal service and loyalty strategy
CUST123495,0,0.032360557,3.24,Low,Normal,Normal service and loyalty strategy
CUST112689,0,0.032442566,3.24,Low,Normal,Normal service and loyalty strategy
CUST124122,0,0.03240646,3.24,Low,Normal,Normal service and loyalty strategy
CUST125155,0,0.032357387,3.24,Low,Normal,Normal service and loyalty strategy
CUST104155,0,0.032446817,3.24,Low,Normal,Normal service and loyalty strategy
CUST109142,0,0.032439526,3.24,Low,Normal,Normal service and loyalty strategy
CUST122775,0,0.032350697,3.24,Low,Normal,Normal service and loyalty strategy
CUST126864,0,0.03243247,3.24,Low,Normal,Normal service and loyalty strategy
CUST120476,0,0.03238983,3.24,Low,Normal,Normal service and loyalty strategy
CUST131719,0,0.03234964,3.23,Low,Normal,Normal service and loyalty strategy
CUST101616,0,0.032259468,3.23,Low,Normal,Normal service and loyalty strategy
CUST110777,0,0.032266654,3.23,Low,Normal,Normal service and loyalty strategy
CUST102480,0,0.032273512,3.23,Low,Normal,Normal service and loyalty strategy
CUST135182,0,0.032259073,3.23,Low,Normal,Normal service and loyalty strategy
CUST125010,0,0.032290246,3.23,Low,Normal,Normal service and loyalty strategy
CUST109065,0,0.032285836,3.23,Low,Normal,Normal service and loyalty strategy
CUST105396,0,0.032285105,3.23,Low,Normal,Normal service and loyalty strategy
CUST117307,0,0.032276228,3.23,Low,Normal,Normal service and loyalty strategy
CUST143119,0,0.03234874,3.23,Low,Normal,Normal service and loyalty strategy
CUST123311,0,0.032231733,3.22,Low,Normal,Normal service and loyalty strategy
CUST110185,0,0.03218264,3.22,Low,Normal,Normal service and loyalty strategy
CUST132221,0,0.032197535,3.22,Low,Normal,Normal service and loyalty strategy
CUST102658,1,0.032187715,3.22,Low,Normal,Normal service and loyalty strategy
CUST120735,0,0.03217906,3.22,Low,Normal,Normal service and loyalty strategy
CUST117696,0,0.03217954,3.22,Low,Normal,Normal service and loyalty strategy
CUST130253,0,0.032162204,3.22,Low,Normal,Normal service and loyalty strategy
CUST128072,0,0.032123197,3.21,Low,Normal,Normal service and loyalty strategy
CUST142808,0,0.032075588,3.21,Low,Normal,Normal service and loyalty strategy
CUST100380,0,0.032108907,3.21,Low,Normal,Normal service and loyalty strategy
CUST121504,0,0.032069452,3.21,Low,Normal,Normal service and loyalty strategy
CUST122518,0,0.032126326,3.21,Low,Normal,Normal service and loyalty strategy
CUST140533,0,0.03207012,3.21,Low,Normal,Normal service and loyalty strategy
CUST103186,0,0.03206411,3.21,Low,Normal,Normal service and loyalty strategy
CUST109627,0,0.03213397,3.21,Low,Normal,Normal service and loyalty strategy
CUST101185,0,0.032101676,3.21,Low,Normal,Normal service and loyalty strategy
CUST124964,0,0.03214637,3.21,Low,Normal,Normal service and loyalty strategy
CUST131726,0,0.032085776,3.21,Low,Normal,Normal service and loyalty strategy
CUST121230,0,0.031987436,3.2,Low,Normal,Normal service and loyalty strategy
CUST146044,0,0.03202466,3.2,Low,Normal,Normal service and loyalty strategy
CUST134017,0,0.031965055,3.2,Low,Normal,Normal service and loyalty strategy
CUST125305,0,0.03204697,3.2,Low,Normal,Normal service and loyalty strategy
CUST125658,0,0.031959925,3.2,Low,Normal,Normal service and loyalty strategy
CUST100982,0,0.032007944,3.2,Low,Normal,Normal service and loyalty strategy
CUST112362,0,0.031972926,3.2,Low,Normal,Normal service and loyalty strategy
CUST130773,0,0.032009333,3.2,Low,Normal,Normal service and loyalty strategy
CUST135088,0,0.03187527,3.19,Low,Normal,Normal service and loyalty strategy
CUST111815,0,0.031912006,3.19,Low,Normal,Normal service and loyalty strategy
CUST118501,0,0.03185442,3.19,Low,Normal,Normal service and loyalty strategy
CUST141246,0,0.031895872,3.19,Low,Normal,Normal service and loyalty strategy
CUST137910,0,0.031889558,3.19,Low,Normal,Normal service and loyalty strategy
CUST119069,0,0.03192994,3.19,Low,Normal,Normal service and loyalty strategy
CUST137497,0,0.031908825,3.19,Low,Normal,Normal service and loyalty strategy
CUST137497,0,0.031908825,3.19,Low,Normal,Normal service and loyalty strategy
CUST104767,0,0.031905867,3.19,Low,Normal,Normal service and loyalty strategy
CUST128211,0,0.03185235,3.19,Low,Normal,Normal service and loyalty strategy
CUST118543,0,0.031811107,3.18,Low,Normal,Normal service and loyalty strategy
CUST114611,0,0.031837758,3.18,Low,Normal,Normal service and loyalty strategy
CUST117375,0,0.03177425,3.18,Low,Normal,Normal service and loyalty strategy
CUST137699,0,0.031798862,3.18,Low,Normal,Normal service and loyalty strategy
CUST130236,0,0.031822503,3.18,Low,Normal,Normal service and loyalty strategy
CUST139200,0,0.0317854,3.18,Low,Normal,Normal service and loyalty strategy
CUST128707,0,0.031759325,3.18,Low,Normal,Normal service and loyalty strategy
CUST126173,0,0.031655487,3.17,Low,Normal,Normal service and loyalty strategy
CUST144729,0,0.031654667,3.17,Low,Normal,Normal service and loyalty strategy
CUST132279,0,0.031723466,3.17,Low,Normal,Normal service and loyalty strategy
CUST141063,0,0.031674266,3.17,Low,Normal,Normal service and loyalty strategy
CUST118243,0,0.031671427,3.17,Low,Normal,Normal service and loyalty strategy
CUST143027,0,0.031742036,3.17,Low,Normal,Normal service and loyalty strategy
CUST135553,0,0.03158133,3.16,Low,Normal,Normal service and loyalty strategy
CUST131213,0,0.031569213,3.16,Low,Normal,Normal service and loyalty strategy
CUST101534,0,0.031560004,3.16,Low,Normal,Normal service and loyalty strategy
CUST123774,0,0.031629696,3.16,Low,Normal,Normal service and loyalty strategy
CUST107744,0,0.03159531,3.16,Low,Normal,Normal service and loyalty strategy
CUST146763,0,0.031591784,3.16,Low,Normal,Normal service and loyalty strategy
CUST121717,0,0.031577248,3.16,Low,Normal,Normal service and loyalty strategy
CUST109160,0,0.03164497,3.16,Low,Normal,Normal service and loyalty strategy
CUST133330,0,0.03161906,3.16,Low,Normal,Normal service and loyalty strategy
CUST139464,0,0.031569134,3.16,Low,Normal,Normal service and loyalty strategy
CUST122897,0,0.031564258,3.16,Low,Normal,Normal service and loyalty strategy
CUST119737,0,0.03161086,3.16,Low,Normal,Normal service and loyalty strategy
CUST125667,0,0.03160128,3.16,Low,Normal,Normal service and loyalty strategy
CUST134274,0,0.031607687,3.16,Low,Normal,Normal service and loyalty strategy
CUST145368,0,0.03160139,3.16,Low,Normal,Normal service and loyalty strategy
CUST123932,0,0.031474136,3.15,Low,Normal,Normal service and loyalty strategy
CUST132300,0,0.031475227,3.15,Low,Normal,Normal service and loyalty strategy
CUST112189,0,0.03145981,3.15,Low,Normal,Normal service and loyalty strategy
CUST139432,0,0.031457637,3.15,Low,Normal,Normal service and loyalty strategy
CUST122619,0,0.031518165,3.15,Low,Normal,Normal service and loyalty strategy
CUST146012,0,0.031462923,3.15,Low,Normal,Normal service and loyalty strategy
CUST143668,0,0.03145285,3.15,Low,Normal,Normal service and loyalty strategy
CUST137883,0,0.031506326,3.15,Low,Normal,Normal service and loyalty strategy
CUST107222,0,0.031417977,3.14,Low,Normal,Normal service and loyalty strategy
CUST128683,0,0.031419847,3.14,Low,Normal,Normal service and loyalty strategy
CUST115817,0,0.031392395,3.14,Low,Normal,Normal service and loyalty strategy
CUST111920,1,0.031385634,3.14,Low,Normal,Normal service and loyalty strategy
CUST102511,0,0.031365525,3.14,Low,Normal,Normal service and loyalty strategy
CUST146677,0,0.031448897,3.14,Low,Normal,Normal service and loyalty strategy
CUST107748,0,0.03142754,3.14,Low,Normal,Normal service and loyalty strategy
CUST138421,0,0.031365655,3.14,Low,Normal,Normal service and loyalty strategy
CUST116827,0,0.031350497,3.14,Low,Normal,Normal service and loyalty strategy
CUST144774,0,0.03136431,3.14,Low,Normal,Normal service and loyalty strategy
CUST124125,0,0.0313964,3.14,Low,Normal,Normal service and loyalty strategy
CUST137377,0,0.03142379,3.14,Low,Normal,Normal service and loyalty strategy
CUST128486,0,0.03134926,3.13,Low,Normal,Normal service and loyalty strategy
CUST120826,0,0.031335212,3.13,Low,Normal,Normal service and loyalty strategy
CUST144696,0,0.031329732,3.13,Low,Normal,Normal service and loyalty strategy
CUST114741,0,0.031302627,3.13,Low,Normal,Normal service and loyalty strategy
CUST140983,0,0.031279724,3.13,Low,Normal,Normal service and loyalty strategy
CUST145433,0,0.03130923,3.13,Low,Normal,Normal service and loyalty strategy
CUST123796,0,0.03130627,3.13,Low,Normal,Normal service and loyalty strategy
CUST123752,0,0.031283908,3.13,Low,Normal,Normal service and loyalty strategy
CUST145733,0,0.031334758,3.13,Low,Normal,Normal service and loyalty strategy
CUST142956,0,0.031162981,3.12,Low,Normal,Normal service and loyalty strategy
CUST130620,0,0.031218933,3.12,Low,Normal,Normal service and loyalty strategy
CUST127188,0,0.03121433,3.12,Low,Normal,Normal service and loyalty strategy
CUST108953,0,0.031243877,3.12,Low,Normal,Normal service and loyalty strategy
CUST129090,0,0.031242324,3.12,Low,Normal,Normal service and loyalty strategy
CUST131896,0,0.031167595,3.12,Low,Normal,Normal service and loyalty strategy
CUST121553,0,0.031158855,3.12,Low,Normal,Normal service and loyalty strategy
CUST135146,0,0.031234343,3.12,Low,Normal,Normal service and loyalty strategy
CUST128837,0,0.031072749,3.11,Low,Normal,Normal service and loyalty strategy
CUST117136,0,0.031092672,3.11,Low,Normal,Normal service and loyalty strategy
CUST124581,0,0.031102706,3.11,Low,Normal,Normal service and loyalty strategy
CUST147394,0,0.031087989,3.11,Low,Normal,Normal service and loyalty strategy
CUST114425,0,0.03107431,3.11,Low,Normal,Normal service and loyalty strategy
CUST132163,0,0.03111268,3.11,Low,Normal,Normal service and loyalty strategy
CUST141098,0,0.03110477,3.11,Low,Normal,Normal service and loyalty strategy
CUST135371,0,0.031130372,3.11,Low,Normal,Normal service and loyalty strategy
CUST111217,0,0.031147148,3.11,Low,Normal,Normal service and loyalty strategy
CUST101480,0,0.03108984,3.11,Low,Normal,Normal service and loyalty strategy
CUST108974,0,0.031066386,3.11,Low,Normal,Normal service and loyalty strategy
CUST107733,0,0.031122055,3.11,Low,Normal,Normal service and loyalty strategy
CUST139179,0,0.031068532,3.11,Low,Normal,Normal service and loyalty strategy
CUST124275,0,0.030992722,3.1,Low,Normal,Normal service and loyalty strategy
CUST133432,0,0.03097133,3.1,Low,Normal,Normal service and loyalty strategy
CUST116804,0,0.031029282,3.1,Low,Normal,Normal service and loyalty strategy
CUST103823,0,0.030982457,3.1,Low,Normal,Normal service and loyalty strategy
CUST108382,0,0.030986333,3.1,Low,Normal,Normal service and loyalty strategy
CUST132233,0,0.030968044,3.1,Low,Normal,Normal service and loyalty strategy
CUST106134,0,0.03097402,3.1,Low,Normal,Normal service and loyalty strategy
CUST101555,0,0.030936074,3.09,Low,Normal,Normal service and loyalty strategy
CUST127394,0,0.030903695,3.09,Low,Normal,Normal service and loyalty strategy
CUST138020,0,0.030928394,3.09,Low,Normal,Normal service and loyalty strategy
CUST147090,0,0.030868486,3.09,Low,Normal,Normal service and loyalty strategy
CUST113752,0,0.03090726,3.09,Low,Normal,Normal service and loyalty strategy
CUST103693,0,0.03092608,3.09,Low,Normal,Normal service and loyalty strategy
CUST106646,0,0.030884366,3.09,Low,Normal,Normal service and loyalty strategy
CUST127578,0,0.030872844,3.09,Low,Normal,Normal service and loyalty strategy
CUST103810,0,0.030858282,3.09,Low,Normal,Normal service and loyalty strategy
CUST141244,0,0.030890957,3.09,Low,Normal,Normal service and loyalty strategy
CUST120622,0,0.030881917,3.09,Low,Normal,Normal service and loyalty strategy
CUST125491,0,0.030769173,3.08,Low,Normal,Normal service and loyalty strategy
CUST123236,0,0.030798592,3.08,Low,Normal,Normal service and loyalty strategy
CUST126773,0,0.030818325,3.08,Low,Normal,Normal service and loyalty strategy
CUST124624,0,0.030833619,3.08,Low,Normal,Normal service and loyalty strategy
CUST139587,0,0.030757314,3.08,Low,Normal,Normal service and loyalty strategy
CUST112493,0,0.03080993,3.08,Low,Normal,Normal service and loyalty strategy
CUST107699,0,0.030841965,3.08,Low,Normal,Normal service and loyalty strategy
CUST112512,0,0.030783437,3.08,Low,Normal,Normal service and loyalty strategy
CUST146475,0,0.030831946,3.08,Low,Normal,Normal service and loyalty strategy
CUST115935,0,0.0307982,3.08,Low,Normal,Normal service and loyalty strategy
CUST101577,0,0.030799033,3.08,Low,Normal,Normal service and loyalty strategy
CUST114759,0,0.03078012,3.08,Low,Normal,Normal service and loyalty strategy
CUST122998,0,0.030817358,3.08,Low,Normal,Normal service and loyalty strategy
CUST112763,0,0.030765388,3.08,Low,Normal,Normal service and loyalty strategy
CUST132834,0,0.030767266,3.08,Low,Normal,Normal service and loyalty strategy
CUST110461,0,0.03072022,3.07,Low,Normal,Normal service and loyalty strategy
CUST134363,0,0.030721992,3.07,Low,Normal,Normal service and loyalty strategy
CUST111971,0,0.030733014,3.07,Low,Normal,Normal service and loyalty strategy
