Customer_ID,Age,Gender,Location,Tenure,Contract_Type,Subscription_Plan,Monthly_Charges,Total_Charges,Payment_Method,Internet_Service,Login_Frequency,Support_Tickets,Complaints,Avg_Session_Duration,Days_Since_Last_Login,Churn_Probability,Predicted_Churn,Risk_Level
CUST120283,40.0,Female,Kochi,49.0,Month-to-Month,Standard,814.02,43580.52,UPI,Cable,6.0,1.0,1.0,52.5,67.0,0.733904,1,High
CUST105317,49.0,Female,Chennai,5.0,Two Year,Basic,446.84,2015.37,Net Banking,Cable,20.0,0.0,1.0,35.6,58.0,0.023921175,0,Low
CUST129746,68.0,Female,Kochi,30.0,Month-to-Month,Standard,882.01,26490.39,Net Banking,Fiber,10.0,1.0,0.0,41.3,39.0,0.8310397,1,Critical
CUST130966,52.0,Female,Ahmedabad,38.0,Month-to-Month,Premium,1177.63,40780.52,Debit Card,DSL,14.0,2.0,3.0,47.3,2.0,0.96484905,1,Critical
CUST141798,54.0,Male,Bengaluru,32.0,Month-to-Month,Standard,946.88,33797.95,Credit Card,,12.0,2.0,0.0,35.4,2.0,0.90575945,1,Critical
CUST128289,41.0,Female,Ahmedabad,20.0,Month-to-Month,Basic,522.16,10241.44,UPI,DSL,8.0,4.0,0.0,38.5,54.0,0.03247029,0,Low
CUST144908,45.0,Female,Pune,3.0,One Year,Premium,1286.61,4028.41,UPI,DSL,19.0,6.0,2.0,21.5,25.0,0.97332597,1,Critical
CUST141339,44.0,Male,Ahmedabad,27.0,Two Year,Premium,1120.43,26249.54,Net Banking,DSL,15.0,3.0,0.0,36.0,23.0,0.9565769,1,Critical
CUST109893,20.0,Female,Kolkata,12.0,Month-to-Month,Basic,536.17,5632.19,Net Banking,Fiber,15.0,7.0,0.0,31.3,90.0,0.05488154,0,Low
CUST144321,23.0,Female,Pune,69.0,One Year,Premium,1200.12,74868.84,Credit Card,Cable,12.0,2.0,0.0,41.2,43.0,0.94333655,1,Critical
CUST104166,57.0,Male,Mumbai,72.0,Month-to-Month,Standard,808.48,65531.81,Credit Card,,7.0,1.0,0.0,43.8,77.0,0.4581339,0,Medium
CUST134960,53.0,Male,Chennai,32.0,One Year,Basic,560.68,16289.24,Net Banking,,10.0,3.0,0.0,26.0,38.0,0.09176509,0,Low
CUST119275,56.0,Female,Jaipur,70.0,Month-to-Month,Standard,840.98,50431.1,UPI,DSL,18.0,4.0,5.0,40.4,40.0,0.68098825,1,High
CUST118484,46.0,Male,Kolkata,23.0,Month-to-Month,Standard,884.61,18824.11,Credit Card,,14.0,3.0,0.0,50.6,50.0,0.8742925,1,Critical
CUST118317,34.0,Male,Delhi,64.0,Month-to-Month,Standard,909.33,61943.17,Credit Card,,13.0,3.0,1.0,37.6,30.0,0.81809956,1,Critical
CUST123398,65.0,Male,Kochi,39.0,Month-to-Month,Standard,983.7,40164.42,Auto Debit,DSL,9.0,2.0,0.0,57.3,33.0,0.9622584,1,Critical
CUST116098,49.0,Female,Bengaluru,14.0,Two Year,Basic,423.56,5221.92,Credit Card,DSL,13.0,4.0,0.0,42.7,3.0,0.025952058,0,Low
CUST119249,61.0,Male,Pune,2.0,Two Year,Standard,856.23,1687.51,Debit Card,Fiber,9.0,2.0,2.0,27.6,88.0,0.95340216,1,Critical
CUST132648,53.0,Male,Pune,47.0,One Year,,730.91,30949.16,Debit Card,DSL,7.0,2.0,2.0,47.1,76.0,0.4779027,0,Medium
CUST136840,23.0,Female,Pune,2.0,Month-to-Month,Basic,484.94,854.06,Net Banking,Cable,13.0,3.0,0.0,41.3,87.0,0.034278482,0,Low
CUST129871,48.0,Female,Hyderabad,42.0,Month-to-Month,Premium,1066.13,38152.05,Credit Card,Mobile Data,6.0,1.0,2.0,75.8,14.0,0.97834456,1,Critical
CUST123920,30.0,Female,Chennai,24.0,One Year,Basic,408.09,10212.79,Debit Card,Fiber,8.0,3.0,1.0,47.7,21.0,0.01804545,0,Low
CUST130913,58.0,Male,Pune,13.0,Month-to-Month,Standard,838.16,10674.33,Auto Debit,Cable,8.0,2.0,0.0,50.9,4.0,0.7226015,1,High
CUST103702,31.0,Male,Kochi,18.0,Month-to-Month,Basic,556.88,9868.34,UPI,Mobile Data,9.0,1.0,2.0,37.0,47.0,0.06344295,0,Low
CUST128179,34.0,,Kolkata,14.0,Month-to-Month,Basic,506.72,6347.89,Debit Card,Fiber,15.0,2.0,0.0,43.6,77.0,0.046751376,0,Low
CUST121081,48.0,Female,Hyderabad,37.0,Two Year,Standard,905.61,36067.37,Credit Card,Fiber,24.0,3.0,2.0,44.7,90.0,0.82758176,1,Critical
CUST141265,38.0,Female,Pune,33.0,Two Year,Basic,366.15,12052.54,UPI,Fiber,11.0,3.0,0.0,20.3,4.0,0.016561165,0,Low
CUST131839,27.0,Female,Jaipur,42.0,Two Year,Standard,906.5,39294.58,Debit Card,Cable,8.0,4.0,0.0,62.6,32.0,0.77552676,1,High
CUST137846,70.0,Female,Kochi,1.0,One Year,Standard,869.72,,Credit Card,DSL,1.0,3.0,3.0,63.5,58.0,0.97189564,1,Critical
CUST101597,56.0,Female,Kochi,48.0,Month-to-Month,Standard,633.09,26877.69,UPI,,8.0,4.0,0.0,43.6,38.0,0.040934797,0,Low
CUST122210,68.0,Female,Chennai,57.0,Two Year,Standard,735.24,38389.0,Auto Debit,,1.0,2.0,1.0,60.5,48.0,0.35465387,0,Medium
CUST116449,29.0,Male,Jaipur,67.0,Month-to-Month,Basic,649.82,47285.86,Auto Debit,Fiber,11.0,1.0,0.0,49.2,78.0,0.040827066,0,Low
CUST132881,63.0,Female,Pune,49.0,One Year,Premium,1240.6,69412.77,Credit Card,Fiber,10.0,2.0,1.0,51.3,3.0,0.97270334,1,Critical
CUST121792,73.0,Male,Jaipur,40.0,Month-to-Month,Standard,847.61,30083.84,Debit Card,Cable,18.0,1.0,2.0,36.3,0.0,0.41947192,0,Medium
CUST110589,72.0,Male,Pune,16.0,Month-to-Month,Basic,564.26,8776.38,Auto Debit,DSL,13.0,2.0,1.0,30.3,73.0,0.07449464,0,Low
CUST137584,71.0,Male,Hyderabad,69.0,Month-to-Month,Standard,778.91,61545.75,Cash,Fiber,17.0,3.0,1.0,42.7,2.0,0.12350291,0,Low
CUST103807,23.0,Female,Kochi,54.0,One Year,Standard,841.89,39963.77,UPI,Cable,15.0,3.0,0.0,32.7,41.0,0.52262944,1,Medium
CUST142922,22.0,Male,Mumbai,29.0,Month-to-Month,Standard,793.25,24929.8,Net Banking,DSL,13.0,2.0,0.0,53.2,,0.48454967,0,Medium
CUST115349,38.0,Female,Ahmedabad,16.0,Month-to-Month,Standard,803.57,13703.19,Debit Card,Mobile Data,26.0,3.0,0.0,10.6,80.0,0.6440843,1,High
CUST118004,32.0,Female,Kolkata,60.0,One Year,Standard,518.01,26445.44,Debit Card,DSL,7.0,5.0,1.0,44.0,11.0,0.021925285,0,Low
CUST112579,39.0,Male,Pune,72.0,,Standard,773.89,59011.56,Debit Card,Fiber,17.0,5.0,1.0,50.1,29.0,0.23952685,0,Low
CUST141637,,Female,Pune,47.0,Month-to-Month,Basic,520.62,22483.96,Credit Card,,15.0,2.0,1.0,58.5,89.0,0.025469687,0,Low
CUST141031,44.0,Female,Pune,64.0,Month-to-Month,Standard,912.41,58831.2,Credit Card,Fiber,10.0,1.0,1.0,40.0,70.0,0.8867,1,Critical
CUST119725,35.0,Male,Hyderabad,42.0,One Year,Premium,1263.3,56718.11,UPI,Fiber,5.0,5.0,0.0,70.5,49.0,0.9779399,1,Critical
CUST113103,38.0,Female,Mumbai,47.0,Month-to-Month,Basic,583.31,23888.52,Net Banking,,11.0,2.0,0.0,30.6,85.0,0.06219939,0,Low
CUST137437,28.0,Male,Hyderabad,55.0,Month-to-Month,Standard,838.25,45330.54,Auto Debit,Fiber,12.0,3.0,1.0,21.4,25.0,0.7741862,1,High
CUST117599,35.0,Male,Bengaluru,22.0,One Year,Premium,1302.01,32280.55,Cash,Fiber,16.0,1.0,1.0,47.1,42.0,0.96356696,1,Critical
CUST113698,29.0,Female,Mumbai,5.0,Month-to-Month,Basic,592.03,2845.82,Net Banking,Fiber,6.0,4.0,1.0,76.6,4.0,0.083422706,0,Low
CUST107974,30.0,Male,Ahmedabad,70.0,Month-to-Month,Standard,800.42,56333.15,Net Banking,DSL,13.0,2.0,0.0,32.1,84.0,0.4157126,0,Medium
CUST115776,30.0,Male,Ahmedabad,34.0,Month-to-Month,Basic,575.76,21330.19,Credit Card,DSL,10.0,1.0,1.0,25.4,2.0,0.04117665,0,Low
CUST122600,55.0,Male,Kochi,8.0,Two Year,Basic,414.83,3157.45,Debit Card,Mobile Data,14.0,2.0,0.0,54.1,45.0,0.01567093,0,Low
CUST124733,38.0,Male,Jaipur,72.0,One Year,Premium,1290.24,80318.02,UPI,DSL,10.0,4.0,0.0,30.4,9.0,0.9548328,1,Critical
CUST100350,27.0,Male,Ahmedabad,60.0,Two Year,Premium,1296.09,69773.63,Auto Debit,DSL,9.0,4.0,0.0,46.6,85.0,0.96619195,1,Critical
CUST135239,21.0,Female,Chennai,33.0,Two Year,Basic,293.24,9329.84,Credit Card,Fiber,18.0,2.0,1.0,69.3,35.0,0.01834132,0,Low
CUST103609,53.0,Male,Jaipur,35.0,One Year,Standard,804.13,24038.9,UPI,Cable,20.0,2.0,1.0,35.7,26.0,0.282751,0,Low
CUST146335,40.0,Male,Ahmedabad,35.0,Month-to-Month,Standard,881.05,34830.07,UPI,Cable,18.0,0.0,2.0,67.5,58.0,0.81716317,1,Critical
CUST138195,21.0,Female,Ahmedabad,60.0,Month-to-Month,Basic,626.01,35152.98,UPI,Fiber,9.0,1.0,2.0,40.1,37.0,0.07899062,0,Low
CUST143682,60.0,Male,Ahmedabad,69.0,Month-to-Month,Standard,867.7,56684.06,Cash,Mobile Data,23.0,4.0,2.0,42.4,10.0,0.23742768,0,Low
CUST101537,26.0,Female,Delhi,4.0,Two Year,Premium,1112.29,4863.26,Debit Card,Cable,25.0,2.0,2.0,65.1,6.0,0.9699229,1,Critical
CUST102020,44.0,Male,Kolkata,55.0,One Year,Standard,626.94,37585.71,Net Banking,Cable,13.0,4.0,1.0,56.5,56.0,0.04475476,0,Low
CUST113924,28.0,Male,Delhi,50.0,Month-to-Month,Standard,736.69,36783.09,Credit Card,Cable,4.0,3.0,0.0,65.7,7.0,0.2479076,0,Low
CUST121803,49.0,Male,Jaipur,53.0,Month-to-Month,Premium,1326.5,74994.22,Net Banking,DSL,17.0,1.0,1.0,16.9,89.0,0.9747808,1,Critical
CUST116708,29.0,Female,Jaipur,48.0,One Year,Basic,511.8,24542.12,Credit Card,Cable,12.0,2.0,1.0,33.9,72.0,0.023835955,0,Low
CUST146265,56.0,Female,Chennai,12.0,One Year,Premium,1094.69,12389.88,Debit Card,DSL,5.0,5.0,1.0,40.7,60.0,0.98244506,1,Critical
CUST122577,70.0,Male,Pune,18.0,Month-to-Month,Basic,496.65,9382.71,UPI,Cable,10.0,2.0,0.0,43.2,2.0,0.029193133,0,Low
CUST120487,62.0,Male,Jaipur,62.0,Two Year,Basic,491.69,30542.0,UPI,Fiber,13.0,7.0,0.0,5.0,56.0,0.02566031,0,Low
CUST132782,66.0,Female,Kolkata,39.0,Month-to-Month,Standard,886.45,34274.04,UPI,Fiber,3.0,2.0,1.0,42.8,51.0,0.94756585,1,Critical
CUST130039,,Male,Kochi,60.0,Two Year,Premium,1120.76,61423.73,Net Banking,Fiber,16.0,2.0,0.0,40.6,14.0,0.9541038,1,Critical
CUST106475,32.0,Female,Chennai,50.0,Month-to-Month,Basic,557.57,27646.91,Auto Debit,Fiber,8.0,2.0,0.0,27.2,0.0,0.024862848,0,Low
CUST113908,54.0,Male,Kochi,33.0,One Year,Basic,663.95,19302.42,Auto Debit,Mobile Data,22.0,2.0,0.0,56.8,13.0,0.046044007,0,Low
CUST143085,57.0,Female,Delhi,63.0,Two Year,Standard,703.56,49624.2,Credit Card,Cable,8.0,2.0,1.0,11.3,74.0,0.13250923,0,Low
CUST124930,66.0,Male,Mumbai,38.0,Month-to-Month,Premium,1228.65,47064.6,Auto Debit,Cable,23.0,8.0,0.0,47.8,76.0,0.9766233,1,Critical
CUST116488,39.0,Female,Mumbai,72.0,One Year,Premium,1137.58,71306.98,Cash,Cable,18.0,1.0,0.0,23.8,26.0,0.940775,1,Critical
CUST119316,20.0,Male,Pune,15.0,Two Year,Premium,1178.76,18608.48,Auto Debit,Fiber,8.0,1.0,1.0,35.7,79.0,0.97571474,1,Critical
CUST118738,62.0,Male,Jaipur,69.0,Two Year,Standard,783.66,50582.51,Credit Card,DSL,11.0,2.0,1.0,51.0,0.0,0.18667692,0,Low
CUST126328,26.0,Female,Ahmedabad,38.0,Month-to-Month,Basic,496.94,19905.91,Auto Debit,Cable,13.0,1.0,0.0,50.1,9.0,0.017406294,0,Low
CUST132856,25.0,Female,Mumbai,21.0,One Year,Basic,435.97,10110.52,Credit Card,,22.0,2.0,1.0,24.6,64.0,0.02011259,0,Low
CUST106524,58.0,Female,Pune,59.0,Month-to-Month,Standard,844.41,44021.82,Credit Card,Fiber,17.0,0.0,0.0,30.0,45.0,0.242153,0,Low
CUST134867,56.0,Female,Bengaluru,,Month-to-Month,Standard,803.37,37913.18,Cash,Mobile Data,8.0,4.0,2.0,58.6,25.0,0.8105854,1,Critical
CUST117380,65.0,Male,Kochi,67.0,One Year,Standard,725.74,44980.42,Debit Card,Cable,13.0,1.0,0.0,38.2,70.0,0.11097979,0,Low
CUST103562,27.0,Male,Ahmedabad,60.0,Month-to-Month,Standard,808.71,48676.07,UPI,Fiber,14.0,3.0,0.0,69.0,52.0,0.38967535,0,Medium
CUST146581,64.0,Male,Chennai,2.0,Month-to-Month,Standard,698.89,1401.7,Net Banking,Mobile Data,6.0,0.0,1.0,33.2,34.0,0.3476734,0,Medium
CUST119485,25.0,Male,Delhi,1.0,Two Year,Premium,,1160.24,UPI,,11.0,3.0,1.0,6.9,68.0,0.9623908,1,Critical
CUST108581,29.0,Female,Kochi,63.0,Month-to-Month,Standard,741.68,50302.43,UPI,Fiber,14.0,2.0,3.0,43.4,13.0,0.35040408,0,Medium
CUST135057,33.0,Male,Kochi,26.0,Month-to-Month,Basic,304.48,6883.64,Credit Card,Fiber,11.0,2.0,0.0,54.9,31.0,0.012650224,0,Low
CUST125145,72.0,Female,Mumbai,26.0,Two Year,Standard,686.01,20237.04,Auto Debit,Fiber,17.0,2.0,2.0,54.3,24.0,0.0974045,0,Low
CUST130424,31.0,Female,Delhi,14.0,Month-to-Month,Standard,762.16,12099.55,UPI,DSL,11.0,0.0,0.0,46.5,14.0,0.27333036,0,Low
CUST109013,64.0,Male,Chennai,12.0,Month-to-Month,Standard,748.54,7910.21,Auto Debit,Fiber,9.0,3.0,1.0,32.3,52.0,0.61904633,1,High
CUST129016,21.0,Male,Pune,27.0,Two Year,Basic,610.24,16333.07,Net Banking,Fiber,16.0,3.0,0.0,23.4,19.0,0.027304307,0,Low
CUST137292,40.0,Female,Hyderabad,55.0,One Year,Standard,806.49,,UPI,DSL,10.0,4.0,2.0,40.7,0.0,0.6869885,1,High
CUST115512,70.0,Male,Pune,39.0,One Year,Standard,795.02,34600.96,Debit Card,Fiber,8.0,2.0,0.0,46.2,24.0,0.40356407,0,Medium
CUST142545,69.0,Male,Hyderabad,11.0,Month-to-Month,Premium,1323.07,14272.41,Debit Card,Fiber,7.0,1.0,1.0,5.0,35.0,0.95528775,1,Critical
CUST105540,75.0,Male,Bengaluru,17.0,Two Year,Standard,832.34,13206.87,Credit Card,Fiber,11.0,1.0,1.0,79.3,15.0,0.72728926,1,High
CUST128793,52.0,Male,Jaipur,50.0,Month-to-Month,Standard,723.01,31736.69,Debit Card,Cable,5.0,0.0,1.0,38.7,20.0,0.20145792,0,Low
CUST120317,42.0,Other,Chennai,51.0,One Year,Basic,359.54,18017.31,UPI,Cable,14.0,0.0,1.0,34.0,42.0,0.020944564,0,Low
CUST145822,49.0,Male,Kochi,20.0,One Year,Basic,628.0,12110.93,UPI,,9.0,0.0,1.0,45.0,4.0,0.060466148,0,Low
CUST143318,54.0,Male,Kochi,52.0,Month-to-Month,Premium,1307.76,66715.48,Cash,DSL,16.0,1.0,3.0,41.2,80.0,0.96462715,1,Critical
CUST105126,61.0,Male,Kolkata,21.0,One Year,Standard,726.82,13964.06,Net Banking,DSL,11.0,2.0,0.0,,84.0,0.49172395,0,Medium
CUST119713,72.0,Female,Chennai,3.0,One Year,Standard,881.1,2547.66,Debit Card,DSL,19.0,1.0,1.0,38.1,49.0,0.78923595,1,High
CUST107718,58.0,Male,Pune,9.0,Two Year,Basic,712.97,7087.12,Credit Card,Fiber,12.0,0.0,0.0,60.6,,0.21685843,0,Low
CUST105339,40.0,Male,Kochi,38.0,One Year,Standard,804.4,28810.48,Credit Card,Cable,10.0,1.0,1.0,45.9,55.0,0.5883073,1,Medium
CUST115984,72.0,Female,Mumbai,39.0,One Year,Premium,1238.29,52854.78,UPI,Cable,12.0,5.0,0.0,64.2,10.0,0.9653966,1,Critical
CUST130543,42.0,Female,Kochi,47.0,Month-to-Month,Basic,425.35,22393.2,Auto Debit,Fiber,9.0,1.0,1.0,40.9,36.0,0.030534664,0,Low
CUST102233,72.0,Female,Jaipur,34.0,One Year,Basic,494.32,16809.82,Auto Debit,Fiber,19.0,4.0,0.0,49.7,56.0,0.017790262,0,Low
CUST105307,40.0,Female,Pune,40.0,Month-to-Month,Standard,968.38,34192.66,Net Banking,Fiber,16.0,5.0,0.0,57.1,36.0,0.9468919,1,Critical
CUST101327,57.0,Male,Jaipur,57.0,Month-to-Month,Basic,467.85,25246.82,UPI,Fiber,8.0,2.0,0.0,54.0,51.0,0.025726905,0,Low
CUST105406,40.0,Female,Bengaluru,72.0,Month-to-Month,Basic,534.58,38838.04,UPI,Cable,10.0,5.0,0.0,39.5,77.0,0.024097774,0,Low
CUST103380,40.0,Female,Pune,3.0,Two Year,Basic,533.1,1485.34,Auto Debit,Mobile Data,14.0,2.0,0.0,48.6,16.0,0.02111294,0,Low
CUST107724,19.0,Male,Kolkata,1.0,One Year,Standard,830.26,899.02,Auto Debit,Fiber,17.0,3.0,1.0,24.7,27.0,0.7240495,1,High
CUST125091,42.0,Female,Delhi,59.0,Month-to-Month,Basic,688.58,39688.8,Credit Card,Cable,8.0,2.0,2.0,51.0,18.0,0.12033692,0,Low
CUST100628,39.0,Male,Chennai,26.0,Two Year,Premium,1018.46,28378.83,Credit Card,Fiber,14.0,1.0,0.0,63.1,64.0,0.9599139,1,Critical
CUST109613,22.0,Female,Jaipur,64.0,Month-to-Month,Standard,826.61,55605.2,UPI,DSL,15.0,3.0,1.0,46.1,19.0,0.39617413,0,Medium
CUST147142,75.0,Male,Delhi,50.0,Month-to-Month,Premium,1144.32,59519.29,Auto Debit,Fiber,8.0,3.0,1.0,36.1,45.0,0.97191817,1,Critical
CUST144960,46.0,,Hyderabad,40.0,Month-to-Month,Basic,429.58,15330.94,Auto Debit,,20.0,0.0,0.0,43.4,18.0,0.022188531,0,Low
CUST105059,32.0,Male,Chennai,32.0,Two Year,Standard,730.93,24966.18,Auto Debit,DSL,23.0,0.0,0.0,29.9,46.0,0.06937609,0,Low
CUST129260,45.0,Female,Hyderabad,17.0,Month-to-Month,Basic,600.78,9234.26,Net Banking,,12.0,4.0,0.0,49.3,55.0,0.06445801,0,Low
CUST144830,31.0,Female,Hyderabad,35.0,Month-to-Month,Basic,576.48,21447.73,UPI,Mobile Data,13.0,2.0,1.0,76.1,36.0,0.034307025,0,Low
CUST123608,60.0,Male,Bengaluru,51.0,Month-to-Month,Basic,563.87,26233.9,Net Banking,Cable,5.0,1.0,2.0,61.3,27.0,0.04379517,0,Low
CUST106361,54.0,Male,Delhi,29.0,Month-to-Month,Standard,823.1,20318.95,Auto Debit,Cable,7.0,5.0,1.0,33.2,86.0,0.9508267,1,Critical
CUST102808,36.0,Male,Kolkata,62.0,Month-to-Month,Basic,326.4,,Cash,,16.0,2.0,0.0,39.5,8.0,0.022167897,0,Low
CUST104120,20.0,Female,Mumbai,27.0,One Year,Basic,457.16,11015.17,UPI,Cable,9.0,1.0,,41.2,73.0,0.03362331,0,Low
CUST126854,74.0,Male,Hyderabad,31.0,One Year,Standard,895.48,26312.65,Auto Debit,Fiber,12.0,1.0,0.0,28.3,36.0,0.8338905,1,Critical
CUST104578,29.0,Female,Mumbai,68.0,Month-to-Month,Basic,338.13,21728.89,Credit Card,Fiber,8.0,3.0,3.0,10.5,1.0,0.020156825,0,Low
CUST115891,25.0,Female,Delhi,12.0,Two Year,Standard,796.95,9964.44,UPI,Cable,8.0,2.0,2.0,35.9,3.0,0.70130795,1,High
CUST115309,45.0,Male,Hyderabad,39.0,Month-to-Month,Standard,726.28,32252.89,UPI,DSL,7.0,4.0,1.0,31.1,60.0,0.5856436,1,Medium
CUST120195,68.0,Female,Ahmedabad,39.0,Two Year,Premium,1374.7,53264.59,Auto Debit,,18.0,1.0,2.0,33.5,65.0,0.9668015,1,Critical
CUST126074,72.0,Male,Bengaluru,20.0,Two Year,Basic,401.25,8083.97,Auto Debit,Mobile Data,17.0,1.0,1.0,42.3,33.0,0.0198511,0,Low
CUST122155,66.0,Other,Kochi,44.0,Month-to-Month,Premium,1233.44,57512.64,Credit Card,Fiber,13.0,0.0,0.0,16.1,13.0,0.9351485,1,Critical
CUST119684,30.0,Female,Mumbai,11.0,Two Year,Premium,1025.7,12271.93,Credit Card,Fiber,10.0,2.0,0.0,42.4,15.0,0.9598178,1,Critical
CUST133598,42.0,Male,Chennai,71.0,Month-to-Month,Standard,592.91,41234.38,UPI,Fiber,3.0,4.0,0.0,30.7,56.0,0.04724296,0,Low
CUST118743,74.0,Female,Delhi,50.0,Month-to-Month,Basic,539.93,27827.11,UPI,Mobile Data,15.0,4.0,0.0,49.6,64.0,0.015715498,0,Low
CUST132824,62.0,Other,Ahmedabad,55.0,Month-to-Month,Standard,878.87,50395.54,Debit Card,Mobile Data,19.0,0.0,2.0,24.7,39.0,0.5425551,1,Medium
CUST131770,57.0,Female,Ahmedabad,71.0,Month-to-Month,Basic,446.15,27729.56,Auto Debit,,14.0,1.0,1.0,49.3,49.0,0.022146042,0,Low
CUST142418,58.0,Male,Hyderabad,18.0,Two Year,Basic,453.18,7378.16,UPI,Fiber,7.0,0.0,1.0,14.0,46.0,0.021029947,0,Low
CUST144670,49.0,Male,Hyderabad,26.0,Two Year,Premium,1028.48,23669.44,UPI,,6.0,3.0,1.0,46.5,54.0,0.9662111,1,Critical
CUST118252,73.0,Female,Ahmedabad,65.0,Month-to-Month,Standard,749.57,43209.02,Debit Card,Fiber,12.0,2.0,1.0,53.1,39.0,0.26253384,0,Low
CUST128587,33.0,Male,Bengaluru,1.0,Month-to-Month,Basic,,355.7,Credit Card,Fiber,15.0,2.0,0.0,45.3,72.0,0.4207144,0,Medium
CUST132587,75.0,Female,Chennai,39.0,One Year,Standard,,28420.34,Auto Debit,DSL,19.0,4.0,1.0,56.1,29.0,0.17358443,0,Low
CUST109325,41.0,Male,Pune,36.0,One Year,Premium,1224.0,48697.69,Cash,Cable,14.0,1.0,0.0,28.7,83.0,0.96363306,1,Critical
CUST140029,30.0,Male,Chennai,7.0,Month-to-Month,Standard,855.96,6455.01,Net Banking,,9.0,3.0,0.0,18.7,8.0,0.8560402,1,Critical
CUST101107,32.0,Female,Delhi,50.0,One Year,Standard,870.42,48839.2,Net Banking,Fiber,14.0,3.0,1.0,31.2,70.0,0.83230096,1,Critical
CUST134460,64.0,Female,Chennai,40.0,Month-to-Month,Basic,469.54,20457.51,Credit Card,DSL,16.0,2.0,0.0,55.7,46.0,0.028384332,0,Low
CUST131264,48.0,Female,Chennai,56.0,Two Year,Standard,646.67,36780.32,Cash,DSL,6.0,2.0,1.0,61.8,47.0,0.043433454,0,Low
CUST133456,29.0,Female,Jaipur,64.0,Month-to-Month,Standard,936.33,53664.01,Debit Card,Mobile Data,17.0,3.0,0.0,42.0,36.0,0.77546525,1,High
CUST106513,23.0,Female,Chennai,35.0,Month-to-Month,Premium,1036.31,38850.34,UPI,Fiber,11.0,1.0,0.0,52.3,25.0,0.9464103,1,Critical
CUST125916,41.0,Female,Bengaluru,24.0,One Year,Basic,620.79,15693.22,Credit Card,Cable,9.0,2.0,0.0,14.6,62.0,0.065512635,0,Low
CUST119007,30.0,Male,Mumbai,9.0,Month-to-Month,Standard,697.71,5388.9,Auto Debit,DSL,8.0,0.0,5.0,62.9,67.0,0.4468047,0,Medium
CUST125023,71.0,Female,Kochi,59.0,Two Year,Premium,1001.37,67912.56,UPI,Fiber,8.0,2.0,0.0,23.5,38.0,0.94869566,1,Critical
CUST100555,75.0,Female,Pune,1.0,Month-to-Month,Basic,358.2,322.31,Debit Card,Fiber,12.0,2.0,0.0,59.7,29.0,0.044584554,0,Low
CUST117696,52.0,Other,Chennai,23.0,Month-to-Month,Basic,532.7,10542.1,Net Banking,Fiber,13.0,1.0,0.0,51.0,65.0,0.03217954,0,Low
CUST125910,71.0,Female,Delhi,62.0,Two Year,Premium,1107.3,71583.1,Net Banking,Mobile Data,14.0,3.0,1.0,25.1,14.0,0.9626755,1,Critical
CUST145069,31.0,Female,Hyderabad,9.0,Month-to-Month,Basic,498.22,5077.49,Auto Debit,Fiber,11.0,0.0,0.0,33.3,47.0,0.04623587,0,Low
CUST125398,62.0,Female,Kolkata,67.0,Two Year,Basic,578.82,42407.25,UPI,Fiber,16.0,4.0,1.0,26.6,73.0,0.019611046,0,Low
CUST134324,54.0,Female,Mumbai,43.0,Month-to-Month,Basic,569.06,21944.28,UPI,Fiber,3.0,2.0,3.0,53.8,32.0,0.07617745,0,Low
CUST112058,71.0,Male,Bengaluru,,Month-to-Month,Basic,368.63,20435.93,UPI,Fiber,6.0,3.0,1.0,5.0,84.0,0.04363915,0,Low
CUST122279,21.0,Female,Bengaluru,58.0,Month-to-Month,Standard,842.58,55544.86,Credit Card,,19.0,5.0,1.0,28.3,13.0,0.6140767,1,High
CUST111141,21.0,Male,Jaipur,27.0,Month-to-Month,Premium,1212.07,34875.52,Credit Card,DSL,7.0,1.0,2.0,68.9,15.0,0.9695395,1,Critical
CUST133867,24.0,Male,Delhi,1.0,Month-to-Month,Standard,772.05,716.64,Cash,Fiber,4.0,2.0,0.0,66.3,76.0,0.79162014,1,High
CUST135366,42.0,Male,Kochi,25.0,Two Year,Standard,662.6,17308.45,Debit Card,Cable,16.0,3.0,0.0,51.9,41.0,0.076751485,0,Low
CUST108778,59.0,Female,Kochi,26.0,Month-to-Month,Standard,805.95,22766.64,Credit Card,DSL,6.0,1.0,0.0,40.8,61.0,0.7968662,1,High
CUST116564,52.0,Male,Hyderabad,18.0,Two Year,Standard,767.38,13838.05,UPI,Cable,17.0,4.0,2.0,68.9,67.0,0.70212734,1,High
CUST127202,53.0,Female,Ahmedabad,12.0,Month-to-Month,Basic,559.69,6624.82,UPI,Cable,16.0,3.0,0.0,41.7,54.0,0.047436655,0,Low
CUST101418,43.0,Female,Kolkata,58.0,One Year,Basic,331.97,,Debit Card,Fiber,6.0,1.0,1.0,68.9,11.0,0.036493253,0,Low
CUST134690,18.0,Male,Kolkata,22.0,One Year,Basic,537.37,11059.12,Auto Debit,Fiber,16.0,2.0,1.0,33.0,51.0,0.023208462,0,Low
CUST128608,34.0,Male,Delhi,54.0,One Year,Standard,927.34,52528.2,Auto Debit,Cable,17.0,1.0,1.0,34.5,50.0,0.86489373,1,Critical
CUST116989,70.0,Male,Kolkata,62.0,Month-to-Month,Basic,514.67,34384.94,UPI,Mobile Data,12.0,1.0,1.0,42.7,39.0,0.018292708,0,Low
